cycle_count,instr_count,int_instr_count,float_instr_count,branch_instr_count,loads,stores,int_regfile_reads,int_regfile_writes,float_regfile_reads,float_regfile_writes,function_calls,context_switches,mul_access,fp_access,ialu_access,path_index,idle_cycles,busy_cycles,branch_mispredictions,committed_instr,committed_int_instr,committed_float_instr,rob_reads,rob_writes,rename_reads,rename_writes,fp_rename_reads,fp_rename_writes,inst_window_writes,inst_window_reads,inst_window_wakeup_accesses,fp_inst_window_reads,fp_inst_window_writes,fp_inst_window_wakeup_accesses,cdb_mul_accesses,cdb_alu_accesses,cdb_fp_accesses,btb_reads,btb_writes,module_name,function_name,block_name,is_entry,is_exit,writes,reads,global_freq,freq,loadstore_instr,block_id
23743773,7916992,1441200,0,360300,0,359700,13312483,7557892,0,0,0,0,2158197,0,1080900,12,0,23743773,0,7916992,1441200,0,7916992,7916992,15833984,7916992,0,0,7916992,7916992,15833984,0,0,0,2158197,1080900,0,7916992,0,./objects//syrk.pgo.merged.ll,init_array,vector.ph2,True,False,1201,1201,30074120000000,600,0,12
30,5,5,0,0,5,0,15,5,0,0,0,0,0,0,0,13,0,30,0,5,5,0,5,5,10,5,0,0,5,5,10,0,0,0,0,0,0,5,0,./objects//syrk.pgo.merged.ll,init_array,vector.ph2.preheader,True,False,5,15,50081800000,1,0,13
19780473,6595893,1201000,0,300250,0,299650,11090633,6296844,0,0,0,0,1797897,0,900751,14,0,19780473,0,6595893,1201000,0,6595893,6595893,13191786,6595893,0,0,6595893,6595893,13191786,0,0,0,1797897,900751,0,6595893,0,./objects//syrk.pgo.merged.ll,init_array,vector.ph,True,False,1201,1201,30074120000000,600,0,14
34,9,9,0,0,5,2,23,7,0,0,0,0,0,0,0,15,0,34,0,9,9,0,9,9,18,9,0,0,9,9,18,0,0,0,0,0,0,9,0,./objects//syrk.pgo.merged.ll,init_array,entry,True,False,7,23,50081800000,1,0,15
42,7,0,0,0,0,0,6,12,0,0,0,1,0,0,0,16,0,42,0,7,0,0,7,7,14,7,0,0,7,7,14,0,0,0,0,0,0,7,0,./objects//syrk.pgo.merged.ll,kernel_syrk,for.end34,True,False,12,6,203324300,1,0,16
5398093475,1443285015,1350399509,0,92295182,537768680,179177305,4048152272,1354214476,0,0,0,0,182020843,5397340,636452839,17,0,5398093475,0,1443285015,1350399509,0,1443285015,1443285015,2886570030,1443285015,0,0,1443285015,1443285015,2886570030,0,0,0,182020843,636452839,5397340,1443285015,0,./objects//syrk.pgo.merged.ll,kernel_syrk,for.cond1.preheader,True,False,1802,1802,122096300000,600,0,17
39,15,7,0,0,0,4,41,11,0,0,0,0,0,0,3,18,0,39,0,15,7,0,15,15,30,15,0,0,15,15,30,0,0,0,0,3,0,15,0,./objects//syrk.pgo.merged.ll,kernel_syrk,entry,True,False,11,41,203324300,1,0,18
69,19,8,0,1,2,0,47,25,0,0,4,4,0,0,4,19,0,69,0,19,8,0,19,19,38,19,0,0,19,19,38,0,0,0,0,4,0,19,0,./objects//syrk.pgo.merged.ll,main,entry,False,False,25,47,18014400000000000,1,0,19
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//syrk.pgo.merged.ll,polybench_flush_cache,entry,False,False,0,0,18014400000000000,1,0,20
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//syrk.pgo.merged.ll,polybench_prepare_instruments,entry,False,False,0,0,18014400000000000,1,0,21
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,22,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//syrk.pgo.merged.ll,polybench_timer_start,entry,False,False,0,3,18014400000000000,1,0,22
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,23,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//syrk.pgo.merged.ll,polybench_timer_stop,entry,False,False,0,3,18014400000000000,1,0,23
17,4,3,0,0,2,0,13,3,0,0,0,0,0,1,1,24,0,17,0,4,3,0,4,4,8,4,0,0,4,4,8,0,0,0,0,1,1,4,0,./objects//syrk.pgo.merged.ll,polybench_timer_print,entry,False,False,3,13,18014400000000000,1,0,24
1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,0,1,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//syrk.pgo.merged.ll,polybench_free_data,entry,False,False,0,3,18014400000000000,1,0,25
