cycle_count,instr_count,int_instr_count,float_instr_count,branch_instr_count,loads,stores,int_regfile_reads,int_regfile_writes,float_regfile_reads,float_regfile_writes,function_calls,context_switches,mul_access,fp_access,ialu_access,path_index,idle_cycles,busy_cycles,branch_mispredictions,committed_instr,committed_int_instr,committed_float_instr,rob_reads,rob_writes,rename_reads,rename_writes,fp_rename_reads,fp_rename_writes,inst_window_writes,inst_window_reads,inst_window_wakeup_accesses,fp_inst_window_reads,fp_inst_window_writes,fp_inst_window_wakeup_accesses,cdb_mul_accesses,cdb_alu_accesses,cdb_fp_accesses,btb_reads,btb_writes,module_name,function_name,block_name,is_entry,is_exit,writes,reads,global_freq,freq,loadstore_instr,block_id
5,3,2,0,0,0,0,6,3,0,0,0,0,1,0,0,10,0,5,0,3,2,0,3,3,6,3,0,0,3,3,6,0,0,0,1,0,0,3,0,./objects//gemver.pgo.merged.ll,polybench_alloc_data,entry,True,False,3,6,18014400000000000,1,0,41
24,4,0,0,0,0,0,3,6,0,0,0,1,0,0,0,11,0,24,0,4,0,0,4,4,8,4,0,0,4,4,8,0,0,0,0,0,0,4,0,./objects//gemver.pgo.merged.ll,init_array,for.end48,True,False,6,3,18023410000,1,0,8
79070546,27009512,4015008,0,1000500,1000,1007504,45038521,26002008,0,0,0,0,8002002,6003,0,12,0,79070546,0,27009512,4015008,0,27009512,27009512,54019024,27009512,0,0,27009512,27009512,54019024,0,0,0,8002002,0,6003,27009512,0,./objects//gemver.pgo.merged.ll,init_array,for.body,True,False,12006,58029,18032430000000,1000,0,5
104,22,19,0,0,15,2,59,20,0,0,0,0,0,0,0,13,0,104,0,22,19,0,22,22,44,22,0,0,22,22,44,0,0,0,0,0,0,22,0,./objects//gemver.pgo.merged.ll,init_array,entry,True,False,20,59,18023410000,1,0,4
30,5,0,0,0,0,0,4,8,0,0,0,1,0,0,0,14,0,30,0,5,0,0,5,5,10,5,0,0,5,5,10,0,0,0,0,0,0,5,0,./objects//gemver.pgo.merged.ll,kernel_gemver,for.end79,True,False,8,4,18023410000,1,0,29
54982495,12998502,11998002,0,1000500,3998999,1999000,38987494,11000503,0,0,0,0,3997999,5996999,0,15,0,54982495,0,12998502,11998002,0,12998502,12998502,25997004,12998502,0,0,12998502,12998502,25997004,0,0,0,3997999,0,5996999,12998502,0,./objects//gemver.pgo.merged.ll,kernel_gemver,for.cond59.preheader,True,False,1000,3002,18032430000000,1000,0,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./objects//gemver.pgo.merged.ll,kernel_gemver,for.cond59.preheader.preheader,True,False,0,0,18023410000,1,0,25
19,6,5,0,1,2,1,15,5,0,0,0,0,0,1,0,17,0,19,0,6,5,0,6,6,12,6,0,0,6,6,12,0,0,0,0,0,1,6,0,./objects//gemver.pgo.merged.ll,kernel_gemver,for.body46,True,False,5,15,140807900,1,0,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./objects//gemver.pgo.merged.ll,kernel_gemver,for.body46.preheader,True,False,0,0,140807900,1,0,23
8434,2480,2232,0,248,992,496,6821,1860,0,0,0,0,0,0,0,19,0,8434,0,2480,2232,0,2480,2480,4960,2480,0,0,2480,2480,4960,0,0,0,0,0,0,2480,0,./objects//gemver.pgo.merged.ll,kernel_gemver,vector.body31,True,False,1860,6821,2235326000000,124,0,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./objects//gemver.pgo.merged.ll,kernel_gemver,vector.body31.preheader,True,False,0,0,17882610000,1,0,21
8,8,3,0,1,0,0,15,7,0,0,0,0,0,0,0,21,0,8,0,8,3,0,8,8,16,8,0,0,8,8,16,0,0,0,0,0,0,8,0,./objects//gemver.pgo.merged.ll,kernel_gemver,vector.memcheck23,True,False,7,15,18023410000,1,0,20
55981995,13998002,12997502,0,1000500,3998999,1999000,39986994,12999503,0,0,0,0,3997999,5996999,0,22,0,55981995,0,13998002,12997502,0,13998002,13998002,27996004,13998002,0,0,13998002,13998002,27996004,0,0,0,3997999,0,5996999,13998002,0,./objects//gemver.pgo.merged.ll,kernel_gemver,for.cond24.preheader,True,False,1000,3002,18032430000000,1000,0,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./objects//gemver.pgo.merged.ll,kernel_gemver,for.cond24.preheader.preheader,True,False,0,0,18023410000,1,0,16
36181167,9421751,8922399,0,497365,2974159,990714,26270902,8431029,0,0,0,0,1981428,63,0,24,0,36181167,0,9421751,8922399,0,9421751,9421751,18843502,9421751,0,0,9421751,9421751,18843502,0,0,0,1981428,0,63,9421751,0,./objects//gemver.pgo.merged.ll,kernel_gemver,for.cond1.preheader,True,False,1000,3002,18032430000000,1000,0,10
87,48,12,0,0,5,0,93,48,0,0,0,0,0,0,0,25,0,87,0,48,12,0,48,48,96,48,0,0,48,48,96,0,0,0,0,0,0,48,0,./objects//gemver.pgo.merged.ll,kernel_gemver,entry,True,False,48,93,18023410000,1,0,9
201,62,32,0,1,9,17,163,77,0,0,11,11,0,0,0,26,0,201,0,62,32,0,62,62,124,62,0,0,62,62,124,0,0,0,0,0,0,62,0,./objects//gemver.pgo.merged.ll,main,entry,False,False,77,163,18014400000000000,1,0,0
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//gemver.pgo.merged.ll,polybench_flush_cache,entry,False,False,0,0,18014400000000000,1,0,35
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//gemver.pgo.merged.ll,polybench_prepare_instruments,entry,False,False,0,0,18014400000000000,1,0,36
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,29,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//gemver.pgo.merged.ll,polybench_timer_start,entry,False,False,0,3,18014400000000000,1,0,37
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,30,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//gemver.pgo.merged.ll,polybench_timer_stop,entry,False,False,0,3,18014400000000000,1,0,38
17,4,3,0,0,2,0,13,3,0,0,0,0,0,1,0,31,0,17,0,4,3,0,4,4,8,4,0,0,4,4,8,0,0,0,0,0,1,4,0,./objects//gemver.pgo.merged.ll,polybench_timer_print,entry,False,False,3,13,18014400000000000,1,0,39
1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,32,0,1,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//gemver.pgo.merged.ll,polybench_free_data,entry,False,False,0,3,18014400000000000,1,0,40
