cycle_count,instr_count,int_instr_count,float_instr_count,branch_instr_count,loads,stores,int_regfile_reads,int_regfile_writes,float_regfile_reads,float_regfile_writes,function_calls,context_switches,mul_access,fp_access,ialu_access,path_index,idle_cycles,busy_cycles,branch_mispredictions,committed_instr,committed_int_instr,committed_float_instr,rob_reads,rob_writes,rename_reads,rename_writes,fp_rename_reads,fp_rename_writes,inst_window_writes,inst_window_reads,inst_window_wakeup_accesses,fp_inst_window_reads,fp_inst_window_writes,fp_inst_window_wakeup_accesses,cdb_mul_accesses,cdb_alu_accesses,cdb_fp_accesses,btb_reads,btb_writes,module_name,function_name,block_name,is_entry,is_exit,writes,reads,global_freq,freq,loadstore_instr,block_id
5,3,2,0,0,0,0,6,3,0,0,0,0,1,0,0,10,0,5,0,3,2,0,3,3,6,3,0,0,3,3,6,0,0,0,1,0,0,3,0,./objects//2mm.pgo.merged.ll,polybench_alloc_data,entry,True,False,3,6,18014400000000000,1,0,47
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//2mm.pgo.merged.ll,init_array,for.end82,True,False,0,0,66757210000,1,0,20
15835763,5280191,961200,0,240300,0,239900,8638783,5040692,0,0,0,0,1439397,0,0,12,0,15835763,0,5280191,961200,0,5280191,5280191,10560382,5280191,0,0,5280191,5280191,10560382,0,0,0,1439397,0,0,5280191,0,./objects//2mm.pgo.merged.ll,init_array,vector.ph24,True,False,801,801,26736260000000,400,0,17
24,4,4,0,0,4,0,12,4,0,0,0,0,0,0,0,13,0,24,0,4,4,0,4,4,8,4,0,0,4,4,8,0,0,0,0,0,0,4,0,./objects//2mm.pgo.merged.ll,init_array,vector.ph24.preheader,True,False,4,12,66757210000,1,0,16
18082623,6209241,1081200,0,270300,0,269850,10526833,5939842,0,0,0,0,1619097,0,0,14,0,18082623,0,6209241,1081200,0,6209241,6209241,12418482,6209241,0,0,6209241,6209241,12418482,0,0,0,1619097,0,0,6209241,0,./objects//2mm.pgo.merged.ll,init_array,vector.ph13,True,False,901,901,30074120000000,450,0,13
30,5,5,0,0,5,0,15,5,0,0,0,0,0,0,0,15,0,30,0,5,5,0,5,5,10,5,0,0,5,5,10,0,0,0,0,0,0,5,0,./objects//2mm.pgo.merged.ll,init_array,vector.ph13.preheader,True,False,5,15,66757210000,1,0,12
19777814,6924741,990901,0,247725,0,247174,11621054,6678117,0,0,0,0,1977396,0,0,16,0,19777814,0,6924741,990901,0,6924741,6924741,13849482,6924741,0,0,6924741,6924741,13849482,0,0,0,1977396,0,0,6924741,0,./objects//2mm.pgo.merged.ll,init_array,vector.ph2,True,False,1652,1652,36749850000000,551,0,9
24,4,4,0,0,4,0,12,4,0,0,0,0,0,0,0,17,0,24,0,4,4,0,4,4,8,4,0,0,4,4,8,0,0,0,0,0,0,4,0,./objects//2mm.pgo.merged.ll,init_array,vector.ph2.preheader,True,False,4,12,66757210000,1,0,8
14074373,4399892,881100,0,220274,0,219874,7478135,4180418,0,0,0,0,1319247,0,0,18,0,14074373,0,4399892,881100,0,4399892,4399892,8799784,4399892,0,0,4399892,4399892,8799784,0,0,0,1319247,0,0,4399892,0,./objects//2mm.pgo.merged.ll,init_array,vector.ph,True,False,801,801,26736260000000,400,0,5
34,9,9,0,0,5,2,23,7,0,0,0,0,0,0,0,19,0,34,0,9,9,0,9,9,18,9,0,0,9,9,18,0,0,0,0,0,0,9,0,./objects//2mm.pgo.merged.ll,init_array,entry,True,False,7,23,66757210000,1,0,4
24,4,0,0,0,0,0,3,6,0,0,0,1,0,0,0,20,0,24,0,4,0,0,4,4,8,4,0,0,4,4,8,0,0,0,0,0,0,4,0,./objects//2mm.pgo.merged.ll,kernel_2mm,for.end63,True,False,6,3,83399920,1,0,33
9944171211,2595844407,2378884005,0,216480600,864480700,432480400,7352168811,2379845607,0,0,0,0,432480800,864480700,0,21,0,9944171211,0,2595844407,2378884005,0,2595844407,2595844407,5191688814,2595844407,0,0,2595844407,2595844407,5191688814,0,0,0,432480800,0,864480700,2595844407,0,./objects//2mm.pgo.merged.ll,kernel_2mm,for.cond31.preheader,True,False,1602,1202,33401670000,400,0,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./objects//2mm.pgo.merged.ll,kernel_2mm,for.cond31.preheader.preheader,True,False,0,0,83399920,1,0,27
11090173207,2774166406,2575445005,0,198360700,792001100,396360500,7923613809,2576166607,0,0,0,0,792001500,1188002000,0,23,0,11090173207,0,2774166406,2575445005,0,2774166406,2774166406,5548332812,2774166406,0,0,2774166406,2774166406,5548332812,0,0,0,792001500,0,1188002000,2774166406,0,./objects//2mm.pgo.merged.ll,kernel_2mm,for.cond1.preheader,True,False,1602,1202,33401670000,400,0,22
15,3,0,0,0,0,0,6,3,0,0,0,0,0,0,0,24,0,15,0,3,0,0,3,3,6,3,0,0,3,3,6,0,0,0,0,0,0,3,0,./objects//2mm.pgo.merged.ll,kernel_2mm,entry,True,False,3,6,83399920,1,0,21
100,29,13,0,1,4,3,81,38,0,0,7,7,0,0,0,25,0,100,0,29,13,0,29,29,58,29,0,0,29,29,58,0,0,0,0,0,0,29,0,./objects//2mm.pgo.merged.ll,main,entry,False,False,38,81,18014400000000000,1,0,0
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//2mm.pgo.merged.ll,polybench_flush_cache,entry,False,False,0,0,18014400000000000,1,0,41
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//2mm.pgo.merged.ll,polybench_prepare_instruments,entry,False,False,0,0,18014400000000000,1,0,42
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,28,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//2mm.pgo.merged.ll,polybench_timer_start,entry,False,False,0,3,18014400000000000,1,0,43
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,29,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//2mm.pgo.merged.ll,polybench_timer_stop,entry,False,False,0,3,18014400000000000,1,0,44
17,4,3,0,0,2,0,13,3,0,0,0,0,0,1,0,30,0,17,0,4,3,0,4,4,8,4,0,0,4,4,8,0,0,0,0,0,1,4,0,./objects//2mm.pgo.merged.ll,polybench_timer_print,entry,False,False,3,13,18014400000000000,1,0,45
1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,31,0,1,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//2mm.pgo.merged.ll,polybench_free_data,entry,False,False,0,3,18014400000000000,1,0,46
