cycle_count,instr_count,int_instr_count,float_instr_count,branch_instr_count,loads,stores,int_regfile_reads,int_regfile_writes,float_regfile_reads,float_regfile_writes,function_calls,context_switches,mul_access,fp_access,ialu_access,path_index,idle_cycles,busy_cycles,branch_mispredictions,committed_instr,committed_int_instr,committed_float_instr,rob_reads,rob_writes,rename_reads,rename_writes,fp_rename_reads,fp_rename_writes,inst_window_writes,inst_window_reads,inst_window_wakeup_accesses,fp_inst_window_reads,fp_inst_window_writes,fp_inst_window_wakeup_accesses,cdb_mul_accesses,cdb_alu_accesses,cdb_fp_accesses,btb_reads,btb_writes,module_name,function_name,block_name,is_entry,is_exit,writes,reads,global_freq,freq,loadstore_instr,block_id
21,5,3,0,0,2,0,15,8,0,0,2,2,0,0,0,15,0,21,0,5,3,0,5,5,10,5,0,0,5,5,10,0,0,0,0,0,0,5,0,./objects//covariance.pgo.merged.ll,xmalloc,if.then,True,False,8,15,6485183000000000,1,0,43
13,3,1,0,0,0,0,3,4,0,0,0,1,0,0,0,16,0,13,0,3,1,0,3,3,6,3,0,0,3,3,6,0,0,0,0,0,0,3,0,./objects//covariance.pgo.merged.ll,xmalloc,if.end,True,False,4,3,11529220000000000,1,0,42
2,2,1,0,1,0,0,3,1,0,0,0,0,0,0,0,17,0,2,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//covariance.pgo.merged.ll,xmalloc,entry,True,False,1,3,14771810000000000,1,0,41
20,8,4,0,1,1,1,20,9,0,0,1,1,0,0,0,18,0,20,0,8,4,0,8,8,16,8,0,0,8,8,16,0,0,0,0,0,0,8,0,./objects//covariance.pgo.merged.ll,xmalloc,entry,True,False,9,20,18014400000000000,1,0,40
5,3,2,0,0,0,0,6,3,0,0,0,0,1,0,0,19,0,5,0,3,2,0,3,3,6,3,0,0,3,3,6,0,0,0,1,0,0,3,0,./objects//covariance.pgo.merged.ll,polybench_alloc_data,entry,True,False,3,6,18014400000000000,1,0,39
61,14,6,0,0,3,0,31,20,0,0,3,3,0,0,0,20,0,61,0,14,6,0,14,14,28,14,0,0,14,14,28,0,0,0,0,0,0,14,0,./objects//covariance.pgo.merged.ll,main,entry,False,False,20,31,42932370000,1,0,0
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//covariance.pgo.merged.ll,polybench_flush_cache,entry,False,False,0,0,18014400000000000,1,0,33
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//covariance.pgo.merged.ll,polybench_prepare_instruments,entry,False,False,0,0,18014400000000000,1,0,34
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,23,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//covariance.pgo.merged.ll,polybench_timer_start,entry,False,False,0,3,18014400000000000,1,0,35
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,24,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//covariance.pgo.merged.ll,polybench_timer_stop,entry,False,False,0,3,18014400000000000,1,0,36
17,4,3,0,0,2,0,13,3,0,0,0,0,0,1,0,25,0,17,0,4,3,0,4,4,8,4,0,0,4,4,8,0,0,0,0,0,1,4,0,./objects//covariance.pgo.merged.ll,polybench_timer_print,entry,False,False,3,13,18014400000000000,1,0,37
1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,26,0,1,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//covariance.pgo.merged.ll,polybench_free_data,entry,False,False,0,3,18014400000000000,1,0,38
