cycle_count,instr_count,int_instr_count,float_instr_count,branch_instr_count,loads,stores,int_regfile_reads,int_regfile_writes,float_regfile_reads,float_regfile_writes,function_calls,context_switches,mul_access,fp_access,ialu_access,path_index,idle_cycles,busy_cycles,branch_mispredictions,committed_instr,committed_int_instr,committed_float_instr,rob_reads,rob_writes,rename_reads,rename_writes,fp_rename_reads,fp_rename_writes,inst_window_writes,inst_window_reads,inst_window_wakeup_accesses,fp_inst_window_reads,fp_inst_window_writes,fp_inst_window_wakeup_accesses,cdb_mul_accesses,cdb_alu_accesses,cdb_fp_accesses,btb_reads,btb_writes,module_name,function_name,block_name,is_entry,is_exit,writes,reads,global_freq,freq,loadstore_instr,block_id
36,6,0,0,0,0,0,5,10,0,0,0,1,0,0,0,11,0,36,0,6,0,0,6,6,12,6,0,0,6,6,12,0,0,0,0,0,0,6,0,./objects//symm.pgo.merged.ll,init_array,for.end53,True,False,10,5,60561300000,1,0,11
7920462,2940441,761916,0,191164,0,249426,5246766,2697292,0,0,0,0,622250,504,511486,12,0,7920462,0,2940441,761916,0,2940441,2940441,5880882,2940441,0,0,2940441,2940441,5880882,0,0,0,622250,511486,504,2940441,0,./objects//symm.pgo.merged.ll,init_array,for.cond19.loopexit,False,False,6506,4004,30310930000000,500,0,12
23,8,7,0,1,3,0,12,7,0,0,0,0,0,0,1,13,0,23,0,8,7,0,8,8,16,8,0,0,8,8,16,0,0,0,0,1,0,8,0,./objects//symm.pgo.merged.ll,init_array,for.cond23.preheader.preheader,True,False,7,12,60561300000,1,0,13
35106752,11309953,1789306,0,298465,0,594922,19343338,10716068,0,0,0,0,2974596,8,1193383,14,0,35106752,0,11309953,1789306,0,11309953,11309953,22619906,11309953,0,0,11309953,11309953,22619906,0,0,0,2974596,1193383,8,11309953,0,./objects//symm.pgo.merged.ll,init_array,for.cond1.preheader,True,False,500,1001,30310930000000,500,0,14
67,17,12,0,0,6,2,38,16,0,0,0,0,0,0,1,15,0,67,0,17,12,0,17,17,34,17,0,0,17,17,34,0,0,0,0,1,0,17,0,./objects//symm.pgo.merged.ll,init_array,entry,True,False,16,38,60561300000,1,0,15
42,7,0,0,0,0,0,6,12,0,0,0,1,0,0,0,16,0,42,0,7,0,0,7,7,14,7,0,0,7,7,14,0,0,0,0,0,0,7,0,./objects//symm.pgo.merged.ll,kernel_symm,for.end52,True,False,12,6,60108120,1,0,16
16815007529,3606604512,3305704010,0,300900401,1500300001,300299900,10813808519,3606607515,0,0,0,0,901500703,1502100002,2404804009,17,0,16815007529,0,3606604512,3305704010,0,3606604512,3606604512,7213209024,3606604512,0,0,3606604512,3606604512,7213209024,0,0,0,901500703,2404804009,1502100002,3606604512,0,./objects//symm.pgo.merged.ll,kernel_symm,for.cond1.preheader,True,False,5005,6006,30084110000,500,0,17
30,6,0,0,0,0,0,12,6,0,0,0,0,0,0,0,18,0,30,0,6,0,0,6,6,12,6,0,0,6,6,12,0,0,0,0,0,0,6,0,./objects//symm.pgo.merged.ll,kernel_symm,entry,True,False,6,12,60108120,1,0,18
76,22,10,0,1,2,1,57,29,0,0,5,5,0,0,4,19,0,76,0,22,10,0,22,22,44,22,0,0,22,22,44,0,0,0,0,4,0,22,0,./objects//symm.pgo.merged.ll,main,entry,False,False,29,57,18014400000000000,1,0,19
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//symm.pgo.merged.ll,polybench_flush_cache,entry,False,False,0,0,18014400000000000,1,0,20
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//symm.pgo.merged.ll,polybench_prepare_instruments,entry,False,False,0,0,18014400000000000,1,0,21
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,22,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//symm.pgo.merged.ll,polybench_timer_start,entry,False,False,0,3,18014400000000000,1,0,22
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,23,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//symm.pgo.merged.ll,polybench_timer_stop,entry,False,False,0,3,18014400000000000,1,0,23
17,4,3,0,0,2,0,13,3,0,0,0,0,0,1,1,24,0,17,0,4,3,0,4,4,8,4,0,0,4,4,8,0,0,0,0,1,1,4,0,./objects//symm.pgo.merged.ll,polybench_timer_print,entry,False,False,3,13,18014400000000000,1,0,24
1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,0,1,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//symm.pgo.merged.ll,polybench_free_data,entry,False,False,0,3,18014400000000000,1,0,25
