cycle_count,instr_count,int_instr_count,float_instr_count,branch_instr_count,loads,stores,int_regfile_reads,int_regfile_writes,float_regfile_reads,float_regfile_writes,function_calls,context_switches,mul_access,fp_access,ialu_access,path_index,idle_cycles,busy_cycles,branch_mispredictions,committed_instr,committed_int_instr,committed_float_instr,rob_reads,rob_writes,rename_reads,rename_writes,fp_rename_reads,fp_rename_writes,inst_window_writes,inst_window_reads,inst_window_wakeup_accesses,fp_inst_window_reads,fp_inst_window_writes,fp_inst_window_wakeup_accesses,cdb_mul_accesses,cdb_alu_accesses,cdb_fp_accesses,btb_reads,btb_writes,module_name,function_name,block_name,is_entry,is_exit,writes,reads,global_freq,freq,loadstore_instr,block_id
1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,22,0,1,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//ludcmp.pgo.merged.ll,kernel_ludcmp,for.body85.preheader,True,False,1,3,54468750,1,0,64
21362047,4480350,3980246,0,500102,1986376,1000,12924439,4479333,0,0,0,0,993188,1985376,0,23,0,21362047,0,4480350,3980246,0,4480350,4480350,8960700,4480350,0,0,4480350,4480350,8960700,0,0,0,993188,0,1985376,4480350,0,./objects//ludcmp.pgo.merged.ll,kernel_ludcmp,for.body62,True,False,2001,6003,54496000000,1000,0,56
1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,24,0,1,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//ludcmp.pgo.merged.ll,kernel_ludcmp,for.body62.preheader,True,False,1,3,54468750,1,0,55
29175362381,6644648599,5973665462,0,668981935,2648849504,2000502,17911998237,7304590664,0,0,0,0,1325926202,2646849002,0,25,0,29175362381,0,6644648599,5973665462,0,6644648599,6644648599,13289297198,6644648599,0,0,6644648599,6644648599,13289297198,0,0,0,1325926202,0,2646849002,6644648599,0,./objects//ludcmp.pgo.merged.ll,kernel_ludcmp,for.cond1.preheader,True,False,1000,3002,54496000000,1000,0,35
21,5,0,0,0,0,0,11,5,0,0,0,0,0,0,0,26,0,21,0,5,0,0,5,5,10,5,0,0,5,5,10,0,0,0,0,0,0,5,0,./objects//ludcmp.pgo.merged.ll,kernel_ludcmp,entry,True,False,5,11,54468750,1,0,34
71,19,5,0,1,0,0,44,28,0,0,6,6,0,0,0,27,0,71,0,19,5,0,19,19,38,19,0,0,19,19,38,0,0,0,0,0,0,19,0,./objects//ludcmp.pgo.merged.ll,main,entry,False,False,28,44,18014400000000000,1,0,0
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//ludcmp.pgo.merged.ll,polybench_flush_cache,entry,False,False,0,0,18014400000000000,1,0,78
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,6,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//ludcmp.pgo.merged.ll,polybench_prepare_instruments,entry,False,False,0,0,18014400000000000,1,0,79
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,30,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//ludcmp.pgo.merged.ll,polybench_timer_start,entry,False,False,0,3,18014400000000000,1,0,80
7,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,31,0,7,0,2,1,0,2,2,4,2,0,0,2,2,4,0,0,0,0,0,0,2,0,./objects//ludcmp.pgo.merged.ll,polybench_timer_stop,entry,False,False,0,3,18014400000000000,1,0,81
17,4,3,0,0,2,0,13,3,0,0,0,0,0,1,0,32,0,17,0,4,3,0,4,4,8,4,0,0,4,4,8,0,0,0,0,0,1,4,0,./objects//ludcmp.pgo.merged.ll,polybench_timer_print,entry,False,False,3,13,18014400000000000,1,0,82
1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,33,0,1,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,./objects//ludcmp.pgo.merged.ll,polybench_free_data,entry,False,False,0,3,18014400000000000,1,0,83
