block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time,required_voltage,required_voltage_value
69,358.18,359.72,358.24,2000.0,6.666666666666667e-07,1,0.65
70,359.16,361.48,359.25,21332040.0,0.00711068,1,0.65
71,358.2,359.72,358.26,37018.51,1.2339503333333334e-05,1,0.65
26,,,0.0,1.0,3.3333333333333327e-10,0,0.6
85,350.18,350.21,350.18,20.0,6.666666666666667e-09,1,0.65
72,358.21,359.72,358.27,30.0,1e-08,1,0.65
32,350.16,350.19,350.16,5002.501,1.6675003333333337e-06,1,0.65
27,,,0.0,2001.0,6.67e-07,0,0.6
28,,,0.0,0.0,0.0,0,0.6
29,,,0.0,7909705.0,0.0026365683333333,0,0.6
30,,,0.0,0.0,0.0,0,0.6
31,,,0.0,234.4922,7.816406666666666e-08,0,0.6
86,350.19,350.25,350.19,2.0,6.666666666666665e-10,1,0.65
33,350.17,350.2,350.17,38.0,1.2666666666666666e-08,1,0.65
88,350.2,350.26,350.21,21.0,7e-09,1,0.65
87,350.2,350.26,350.2,13.0,4.333333333333333e-09,1,0.65
