block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time,dvs_calling_count,required_voltage_value,obtained_frequency
48,355.69,357.07,355.74,7820.317,2.6067723333333334e-06,7820,0.65,3.0914105999999997
51,355.9,357.26,355.95,2002001.0,0.0006673336666666,1001000,0.65,3.0929173
52,357.06,358.79,357.13,12012010.0,0.0040040033333333,500500,0.65,3.1050502
53,357.79,359.61,357.87,6006007.0,0.0020020023333333,1001000,0.65,3.1115528
54,357.81,359.61,357.88,5002.501,1.6675003333333337e-06,1000,0.65,3.1115528
3,350.18,350.19,350.18,63.0,2.1e-08,1,0.65,3.0368522000000002
73,350.18,350.19,350.18,51.0,1.7e-08,1,0.65,3.0368522000000002
6,350.18,350.19,350.18,19.0,6.333333333333333e-09,1,0.65,3.0368522000000002
55,357.83,359.61,357.9,1.0,3.3333333333333327e-10,1,0.65,3.1115528
74,350.19,350.21,350.19,288.0043,9.600143333333335e-08,32,0.65,3.037010799999999
75,350.2,350.22,350.2,176.0026,5.866753333333333e-08,16,0.65,3.0370901000000003
76,350.21,350.24,350.21,672.0099,2.240033e-07,32,0.65,3.0372487
7,350.19,350.22,350.19,2001.0,6.67e-07,1000,0.65,3.0370901000000003
8,350.2,350.25,350.2,7.816408,2.605469333333333e-09,8,0.65,3.0373279999999996
9,350.2,350.23,350.2,8934.154,2.9780513333333336e-06,993,0.65,3.0371694
10,351.89,352.41,351.93,17371970.0,0.0057906566666666,496342,0.65,3.0544568000000005
11,351.91,352.41,351.94,1985.368,6.617893333333333e-07,993,0.65,3.0544568000000005
12,350.21,350.28,350.22,504.1583,1.680527666666667e-07,504,0.65,3.0375658999999997
13,350.22,350.29,350.23,40332.67,1.3444223333333334e-05,1008,0.65,3.0376452
14,351.92,352.42,351.95,2001.0,6.67e-07,1000,0.65,3.0545361
15,351.93,352.42,351.96,38000.01,1.266667e-05,1000,0.65,3.0545361
16,351.94,352.42,351.97,11005.5,3.6685e-06,1000,0.65,3.0545361
56,357.85,359.61,357.92,8004.002,2.668000666666667e-06,1000,0.65,3.1115528
57,357.87,359.61,357.93,2000.0,6.666666666666667e-07,1000,0.65,3.1115528
58,357.89,359.61,357.95,7.812502,2.6041673333333336e-09,8,0.65,3.1115528
59,357.89,359.61,357.95,992.1877,3.307292333333333e-07,992,0.65,3.1115528
60,358.96,361.3,359.04,21332040.0,0.00711068,496094,0.65,3.1249545000000003
61,357.91,359.61,357.96,2000.0,6.666666666666667e-07,1000,0.65,3.1115528
62,357.92,359.61,357.98,12000.0,4e-06,500,0.65,3.1115528
63,357.94,359.61,357.99,5002.501,1.6675003333333337e-06,1000,0.65,3.1115528
77,350.22,350.25,350.22,46.0,1.5333333333333335e-08,1,0.65,3.0373279999999996
17,351.95,352.42,351.99,13.0,4.333333333333333e-09,1,0.65,3.0545361
64,357.96,359.61,358.01,1.0,3.3333333333333327e-10,1,0.65,3.1115528
18,351.96,352.42,352.0,7003.502,2.334500666666667e-06,1000,0.65,3.0545361
19,353.46,354.31,353.51,14000010.0,0.00466667,2000000,0.65,3.0695238
22,354.85,356.05,354.92,13890640.0,0.0046302133333333,1984380,0.65,3.083322
23,330.05,330.11,330.05,59531310000.0,19.84377,992188000,0.8,3.574777600000001
84,350.16,350.18,350.16,5.0,1.6666666666666667e-09,1,0.65,3.0367729
65,357.98,359.61,358.02,8004.002,2.668000666666667e-06,1000,0.65,3.1115528
66,357.99,359.61,358.04,2000.0,6.666666666666667e-07,1000,0.65,3.1115528
67,358.01,359.61,358.06,992.1877,3.307292333333333e-07,992,0.65,3.1115528
68,358.01,359.61,358.06,195.3125,6.510416666666667e-08,8,0.65,3.1115528
69,358.03,359.61,358.07,2000.0,6.666666666666667e-07,1000,0.65,3.1115528
70,359.03,361.35,359.12,21332040.0,0.00711068,496094,0.65,3.125351
71,358.05,359.61,358.09,37018.51,1.2339503333333334e-05,1000,0.65,3.1115528
85,350.17,350.19,350.17,20.0,6.666666666666667e-09,1,0.65,3.0368522000000002
72,358.06,359.61,358.1,30.0,1e-08,1,0.65,3.1115528
32,350.15,350.17,350.15,5002.501,1.6675003333333337e-06,1000,0.65,3.0366935999999995
86,350.18,350.22,350.18,2.0,6.666666666666665e-10,1,0.65,3.0370901000000003
33,350.16,350.18,350.16,38.0,1.2666666666666666e-08,1,0.65,3.0367729
88,350.19,350.23,350.19,21.0,7e-09,1,0.65,3.0371694
87,350.19,350.23,350.19,13.0,4.333333333333333e-09,1,0.65,3.0371694
